split,condition,class,filename,source_id,load_hp,subset_group,signal_key,rpm,window_index,window_start,window_end
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,80,81920,83968
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,81,82944,84992
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,82,83968,86016
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,83,84992,87040
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,84,86016,88064
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,85,87040,89088
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,86,88064,90112
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,87,89088,91136
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,88,90112,92160
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,89,91136,93184
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,90,92160,94208
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,91,93184,95232
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,92,94208,96256
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,93,95232,97280
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,94,96256,98304
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,95,97280,99328
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,96,98304,100352
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,97,99328,101376
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,98,100352,102400
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,99,101376,103424
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,100,102400,104448
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,101,103424,105472
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,102,104448,106496
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,103,105472,107520
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,104,106496,108544
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,105,107520,109568
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,106,108544,110592
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,107,109568,111616
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,108,110592,112640
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,109,111616,113664
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,110,112640,114688
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,111,113664,115712
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,112,114688,116736
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,113,115712,117760
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,114,116736,118784
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,115,117760,119808
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,116,118784,120832
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,117,119808,121856
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,118,120832,122880
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,119,121856,123904
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,120,122880,124928
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,121,123904,125952
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,122,124928,126976
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,123,125952,128000
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,124,126976,129024
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,125,128000,130048
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,126,129024,131072
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,127,130048,132096
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,128,131072,133120
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,129,132096,134144
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,130,133120,135168
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,131,134144,136192
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,132,135168,137216
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,133,136192,138240
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,134,137216,139264
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,135,138240,140288
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,136,139264,141312
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,137,140288,142336
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,138,141312,143360
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,139,142336,144384
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,140,143360,145408
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,141,144384,146432
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,142,145408,147456
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,143,146432,148480
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,144,147456,149504
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,145,148480,150528
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,146,149504,151552
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,147,150528,152576
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,148,151552,153600
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,149,152576,154624
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,150,153600,155648
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,151,154624,156672
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,152,155648,157696
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,153,156672,158720
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,154,157696,159744
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,155,158720,160768
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,156,159744,161792
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,157,160768,162816
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,158,161792,163840
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,159,162816,164864
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,160,163840,165888
train,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,161,164864,166912
val,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,162,169937,171985
val,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,163,170961,173009
val,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,164,171985,174033
val,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,165,173009,175057
val,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,166,174033,176081
val,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,167,175057,177105
val,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,168,176081,178129
val,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,169,177105,179153
val,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,170,178129,180177
val,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,171,179153,181201
val,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,172,180177,182225
val,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,173,181201,183249
val,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,174,182225,184273
val,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,175,183249,185297
val,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,176,184273,186321
val,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,177,185297,187345
val,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,178,186321,188369
val,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,179,187345,189393
val,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,180,188369,190417
val,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,181,189393,191441
val,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,182,190417,192465
val,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,183,191441,193489
val,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,184,192465,194513
val,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,185,193489,195537
val,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,186,194513,196561
val,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,187,195537,197585
val,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,188,196561,198609
val,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,189,197585,199633
val,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,190,198609,200657
val,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,191,199633,201681
val,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,192,200657,202705
val,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,193,201681,203729
val,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,194,202705,204753
val,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,195,203729,205777
test,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,196,207961,210009
test,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,197,208985,211033
test,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,198,210009,212057
test,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,199,211033,213081
test,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,200,212057,214105
test,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,201,213081,215129
test,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,202,214105,216153
test,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,203,215129,217177
test,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,204,216153,218201
test,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,205,217177,219225
test,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,206,218201,220249
test,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,207,219225,221273
test,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,208,220249,222297
test,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,209,221273,223321
test,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,210,222297,224345
test,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,211,223321,225369
test,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,212,224345,226393
test,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,213,225369,227417
test,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,214,226393,228441
test,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,215,227417,229465
test,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,216,228441,230489
test,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,217,229465,231513
test,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,218,230489,232537
test,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,219,231513,233561
test,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,220,232537,234585
test,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,221,233561,235609
test,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,222,234585,236633
test,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,223,235609,237657
test,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,224,236633,238681
test,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,225,237657,239705
test,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,226,238681,240729
test,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,227,239705,241753
test,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,228,240729,242777
test,healthy,normal,normal_0.mat,97,0,normal,X097_DE_time,1796,229,241753,243801
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,230,0,2048
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,231,1024,3072
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,232,2048,4096
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,233,3072,5120
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,234,4096,6144
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,235,5120,7168
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,236,6144,8192
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,237,7168,9216
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,238,8192,10240
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,239,9216,11264
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,240,10240,12288
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,241,11264,13312
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,242,12288,14336
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,243,13312,15360
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,244,14336,16384
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,245,15360,17408
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,246,16384,18432
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,247,17408,19456
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,248,18432,20480
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,249,19456,21504
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,250,20480,22528
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,251,21504,23552
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,252,22528,24576
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,253,23552,25600
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,254,24576,26624
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,255,25600,27648
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,256,26624,28672
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,257,27648,29696
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,258,28672,30720
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,259,29696,31744
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,260,30720,32768
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,261,31744,33792
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,262,32768,34816
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,263,33792,35840
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,264,34816,36864
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,265,35840,37888
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,266,36864,38912
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,267,37888,39936
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,268,38912,40960
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,269,39936,41984
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,270,40960,43008
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,271,41984,44032
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,272,43008,45056
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,273,44032,46080
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,274,45056,47104
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,275,46080,48128
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,276,47104,49152
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,277,48128,50176
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,278,49152,51200
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,279,50176,52224
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,280,51200,53248
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,281,52224,54272
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,282,53248,55296
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,283,54272,56320
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,284,55296,57344
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,285,56320,58368
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,286,57344,59392
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,287,58368,60416
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,288,59392,61440
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,289,60416,62464
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,290,61440,63488
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,291,62464,64512
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,292,63488,65536
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,293,64512,66560
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,294,65536,67584
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,295,66560,68608
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,296,67584,69632
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,297,68608,70656
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,298,69632,71680
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,299,70656,72704
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,300,71680,73728
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,301,72704,74752
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,302,73728,75776
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,303,74752,76800
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,304,75776,77824
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,305,76800,78848
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,306,77824,79872
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,307,78848,80896
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,308,79872,81920
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,309,80896,82944
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,310,81920,83968
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,311,82944,84992
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,312,83968,86016
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,313,84992,87040
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,314,86016,88064
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,315,87040,89088
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,316,88064,90112
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,317,89088,91136
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,318,90112,92160
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,319,91136,93184
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,320,92160,94208
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,321,93184,95232
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,322,94208,96256
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,323,95232,97280
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,324,96256,98304
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,325,97280,99328
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,326,98304,100352
train,healthy,normal,normal_1.mat,98,1,normal,X098_DE_time,,327,99328,101376
