source_location,source_root,relative_path,filename,extension,size_bytes,file_format,readable,condition_code,speed_code,torque_code,radial_force_code,bearing_code,repeat_index,health_status_guess,damage_group_guess,label_source,top_level_keys,notes
canonical_raw_root,data/raw/paderborn,data/raw/paderborn/K001/N15_M01_F10_K001_13.mat,N15_M01_F10_K001_13.mat,.mat,8750584,matlab,True,N15_M01_F10,N15,M01,F10,K001,13,healthy,,bearing_code_prefix,N15_M01_F10_K001_13:1x1:struct,
canonical_raw_root,data/raw/paderborn,data/raw/paderborn/K001/N15_M01_F10_K001_14.mat,N15_M01_F10_K001_14.mat,.mat,8714904,matlab,True,N15_M01_F10,N15,M01,F10,K001,14,healthy,,bearing_code_prefix,N15_M01_F10_K001_14:1x1:struct,
canonical_raw_root,data/raw/paderborn,data/raw/paderborn/K001/N15_M01_F10_K001_15.mat,N15_M01_F10_K001_15.mat,.mat,8714904,matlab,True,N15_M01_F10,N15,M01,F10,K001,15,healthy,,bearing_code_prefix,N15_M01_F10_K001_15:1x1:struct,
canonical_raw_root,data/raw/paderborn,data/raw/paderborn/K001/N15_M01_F10_K001_16.mat,N15_M01_F10_K001_16.mat,.mat,8736600,matlab,True,N15_M01_F10,N15,M01,F10,K001,16,healthy,,bearing_code_prefix,N15_M01_F10_K001_16:1x1:struct,
canonical_raw_root,data/raw/paderborn,data/raw/paderborn/K001/N15_M01_F10_K001_17.mat,N15_M01_F10_K001_17.mat,.mat,8714904,matlab,True,N15_M01_F10,N15,M01,F10,K001,17,healthy,,bearing_code_prefix,N15_M01_F10_K001_17:1x1:struct,
canonical_raw_root,data/raw/paderborn,data/raw/paderborn/K001/N15_M01_F10_K001_18.mat,N15_M01_F10_K001_18.mat,.mat,8714936,matlab,True,N15_M01_F10,N15,M01,F10,K001,18,healthy,,bearing_code_prefix,N15_M01_F10_K001_18:1x1:struct,
canonical_raw_root,data/raw/paderborn,data/raw/paderborn/K001/N15_M01_F10_K001_19.mat,N15_M01_F10_K001_19.mat,.mat,8714936,matlab,True,N15_M01_F10,N15,M01,F10,K001,19,healthy,,bearing_code_prefix,N15_M01_F10_K001_19:1x1:struct,
canonical_raw_root,data/raw/paderborn,data/raw/paderborn/K001/N15_M01_F10_K001_2.mat,N15_M01_F10_K001_2.mat,.mat,8714904,matlab,True,N15_M01_F10,N15,M01,F10,K001,2,healthy,,bearing_code_prefix,N15_M01_F10_K001_2:1x1:struct,
canonical_raw_root,data/raw/paderborn,data/raw/paderborn/K001/N15_M01_F10_K001_20.mat,N15_M01_F10_K001_20.mat,.mat,8714872,matlab,True,N15_M01_F10,N15,M01,F10,K001,20,healthy,,bearing_code_prefix,N15_M01_F10_K001_20:1x1:struct,
canonical_raw_root,data/raw/paderborn,data/raw/paderborn/K001/N15_M01_F10_K001_3.mat,N15_M01_F10_K001_3.mat,.mat,8714904,matlab,True,N15_M01_F10,N15,M01,F10,K001,3,healthy,,bearing_code_prefix,N15_M01_F10_K001_3:1x1:struct,
canonical_raw_root,data/raw/paderborn,data/raw/paderborn/K001/N15_M01_F10_K001_4.mat,N15_M01_F10_K001_4.mat,.mat,8714904,matlab,True,N15_M01_F10,N15,M01,F10,K001,4,healthy,,bearing_code_prefix,N15_M01_F10_K001_4:1x1:struct,
canonical_raw_root,data/raw/paderborn,data/raw/paderborn/K001/N15_M01_F10_K001_5.mat,N15_M01_F10_K001_5.mat,.mat,8714904,matlab,True,N15_M01_F10,N15,M01,F10,K001,5,healthy,,bearing_code_prefix,N15_M01_F10_K001_5:1x1:struct,
canonical_raw_root,data/raw/paderborn,data/raw/paderborn/K001/N15_M01_F10_K001_6.mat,N15_M01_F10_K001_6.mat,.mat,8733432,matlab,True,N15_M01_F10,N15,M01,F10,K001,6,healthy,,bearing_code_prefix,N15_M01_F10_K001_6:1x1:struct,
canonical_raw_root,data/raw/paderborn,data/raw/paderborn/K001/N15_M01_F10_K001_7.mat,N15_M01_F10_K001_7.mat,.mat,8714904,matlab,True,N15_M01_F10,N15,M01,F10,K001,7,healthy,,bearing_code_prefix,N15_M01_F10_K001_7:1x1:struct,
canonical_raw_root,data/raw/paderborn,data/raw/paderborn/K001/N15_M01_F10_K001_8.mat,N15_M01_F10_K001_8.mat,.mat,8714904,matlab,True,N15_M01_F10,N15,M01,F10,K001,8,healthy,,bearing_code_prefix,N15_M01_F10_K001_8:1x1:struct,
canonical_raw_root,data/raw/paderborn,data/raw/paderborn/K001/N15_M01_F10_K001_9.mat,N15_M01_F10_K001_9.mat,.mat,8714904,matlab,True,N15_M01_F10,N15,M01,F10,K001,9,healthy,,bearing_code_prefix,N15_M01_F10_K001_9:1x1:struct,
canonical_raw_root,data/raw/paderborn,data/raw/paderborn/K001/N15_M07_F04_K001_1.mat,N15_M07_F04_K001_1.mat,.mat,8800280,matlab,True,N15_M07_F04,N15,M07,F04,K001,1,healthy,,bearing_code_prefix,N15_M07_F04_K001_1:1x1:struct,
canonical_raw_root,data/raw/paderborn,data/raw/paderborn/K001/N15_M07_F04_K001_10.mat,N15_M07_F04_K001_10.mat,.mat,8714968,matlab,True,N15_M07_F04,N15,M07,F04,K001,10,healthy,,bearing_code_prefix,N15_M07_F04_K001_10:1x1:struct,
canonical_raw_root,data/raw/paderborn,data/raw/paderborn/K001/N15_M07_F04_K001_11.mat,N15_M07_F04_K001_11.mat,.mat,8715448,matlab,True,N15_M07_F04,N15,M07,F04,K001,11,healthy,,bearing_code_prefix,N15_M07_F04_K001_11:1x1:struct,
canonical_raw_root,data/raw/paderborn,data/raw/paderborn/K001/N15_M07_F04_K001_12.mat,N15_M07_F04_K001_12.mat,.mat,8714872,matlab,True,N15_M07_F04,N15,M07,F04,K001,12,healthy,,bearing_code_prefix,N15_M07_F04_K001_12:1x1:struct,
canonical_raw_root,data/raw/paderborn,data/raw/paderborn/K001/N15_M07_F04_K001_13.mat,N15_M07_F04_K001_13.mat,.mat,8714904,matlab,True,N15_M07_F04,N15,M07,F04,K001,13,healthy,,bearing_code_prefix,N15_M07_F04_K001_13:1x1:struct,
canonical_raw_root,data/raw/paderborn,data/raw/paderborn/K001/N15_M07_F04_K001_14.mat,N15_M07_F04_K001_14.mat,.mat,8714904,matlab,True,N15_M07_F04,N15,M07,F04,K001,14,healthy,,bearing_code_prefix,N15_M07_F04_K001_14:1x1:struct,
canonical_raw_root,data/raw/paderborn,data/raw/paderborn/K001/N15_M07_F04_K001_15.mat,N15_M07_F04_K001_15.mat,.mat,8758624,matlab,True,N15_M07_F04,N15,M07,F04,K001,15,healthy,,bearing_code_prefix,N15_M07_F04_K001_15:1x1:struct,
canonical_raw_root,data/raw/paderborn,data/raw/paderborn/K001/N15_M07_F04_K001_16.mat,N15_M07_F04_K001_16.mat,.mat,8714904,matlab,True,N15_M07_F04,N15,M07,F04,K001,16,healthy,,bearing_code_prefix,N15_M07_F04_K001_16:1x1:struct,
canonical_raw_root,data/raw/paderborn,data/raw/paderborn/K001/N15_M07_F04_K001_17.mat,N15_M07_F04_K001_17.mat,.mat,8881144,matlab,True,N15_M07_F04,N15,M07,F04,K001,17,healthy,,bearing_code_prefix,N15_M07_F04_K001_17:1x1:struct,
canonical_raw_root,data/raw/paderborn,data/raw/paderborn/K001/N15_M07_F04_K001_18.mat,N15_M07_F04_K001_18.mat,.mat,8799800,matlab,True,N15_M07_F04,N15,M07,F04,K001,18,healthy,,bearing_code_prefix,N15_M07_F04_K001_18:1x1:struct,
canonical_raw_root,data/raw/paderborn,data/raw/paderborn/K001/N15_M07_F04_K001_19.mat,N15_M07_F04_K001_19.mat,.mat,8738200,matlab,True,N15_M07_F04,N15,M07,F04,K001,19,healthy,,bearing_code_prefix,N15_M07_F04_K001_19:1x1:struct,
canonical_raw_root,data/raw/paderborn,data/raw/paderborn/K001/N15_M07_F04_K001_2.mat,N15_M07_F04_K001_2.mat,.mat,8872536,matlab,True,N15_M07_F04,N15,M07,F04,K001,2,healthy,,bearing_code_prefix,N15_M07_F04_K001_2:1x1:struct,
canonical_raw_root,data/raw/paderborn,data/raw/paderborn/K001/N15_M07_F04_K001_20.mat,N15_M07_F04_K001_20.mat,.mat,8730816,matlab,True,N15_M07_F04,N15,M07,F04,K001,20,healthy,,bearing_code_prefix,N15_M07_F04_K001_20:1x1:struct,
canonical_raw_root,data/raw/paderborn,data/raw/paderborn/K001/N15_M07_F04_K001_3.mat,N15_M07_F04_K001_3.mat,.mat,8714904,matlab,True,N15_M07_F04,N15,M07,F04,K001,3,healthy,,bearing_code_prefix,N15_M07_F04_K001_3:1x1:struct,
canonical_raw_root,data/raw/paderborn,data/raw/paderborn/K001/N15_M07_F04_K001_4.mat,N15_M07_F04_K001_4.mat,.mat,8718232,matlab,True,N15_M07_F04,N15,M07,F04,K001,4,healthy,,bearing_code_prefix,N15_M07_F04_K001_4:1x1:struct,
canonical_raw_root,data/raw/paderborn,data/raw/paderborn/K001/N15_M07_F04_K001_5.mat,N15_M07_F04_K001_5.mat,.mat,8714904,matlab,True,N15_M07_F04,N15,M07,F04,K001,5,healthy,,bearing_code_prefix,N15_M07_F04_K001_5:1x1:struct,
canonical_raw_root,data/raw/paderborn,data/raw/paderborn/K001/N15_M07_F04_K001_6.mat,N15_M07_F04_K001_6.mat,.mat,8724448,matlab,True,N15_M07_F04,N15,M07,F04,K001,6,healthy,,bearing_code_prefix,N15_M07_F04_K001_6:1x1:struct,
canonical_raw_root,data/raw/paderborn,data/raw/paderborn/K001/N15_M07_F04_K001_7.mat,N15_M07_F04_K001_7.mat,.mat,8727192,matlab,True,N15_M07_F04,N15,M07,F04,K001,7,healthy,,bearing_code_prefix,N15_M07_F04_K001_7:1x1:struct,
canonical_raw_root,data/raw/paderborn,data/raw/paderborn/K001/N15_M07_F04_K001_8.mat,N15_M07_F04_K001_8.mat,.mat,8714936,matlab,True,N15_M07_F04,N15,M07,F04,K001,8,healthy,,bearing_code_prefix,N15_M07_F04_K001_8:1x1:struct,
canonical_raw_root,data/raw/paderborn,data/raw/paderborn/K001/N15_M07_F04_K001_9.mat,N15_M07_F04_K001_9.mat,.mat,8744928,matlab,True,N15_M07_F04,N15,M07,F04,K001,9,healthy,,bearing_code_prefix,N15_M07_F04_K001_9:1x1:struct,
canonical_raw_root,data/raw/paderborn,data/raw/paderborn/K001/N15_M07_F10_K001_1.mat,N15_M07_F10_K001_1.mat,.mat,8714904,matlab,True,N15_M07_F10,N15,M07,F10,K001,1,healthy,,bearing_code_prefix,N15_M07_F10_K001_1:1x1:struct,
canonical_raw_root,data/raw/paderborn,data/raw/paderborn/K001/N15_M07_F10_K001_10.mat,N15_M07_F10_K001_10.mat,.mat,8760056,matlab,True,N15_M07_F10,N15,M07,F10,K001,10,healthy,,bearing_code_prefix,N15_M07_F10_K001_10:1x1:struct,
canonical_raw_root,data/raw/paderborn,data/raw/paderborn/K001/N15_M07_F10_K001_11.mat,N15_M07_F10_K001_11.mat,.mat,8714904,matlab,True,N15_M07_F10,N15,M07,F10,K001,11,healthy,,bearing_code_prefix,N15_M07_F10_K001_11:1x1:struct,
canonical_raw_root,data/raw/paderborn,data/raw/paderborn/K001/N15_M07_F10_K001_12.mat,N15_M07_F10_K001_12.mat,.mat,8758304,matlab,True,N15_M07_F10,N15,M07,F10,K001,12,healthy,,bearing_code_prefix,N15_M07_F10_K001_12:1x1:struct,
canonical_raw_root,data/raw/paderborn,data/raw/paderborn/K001/N15_M07_F10_K001_13.mat,N15_M07_F10_K001_13.mat,.mat,8717688,matlab,True,N15_M07_F10,N15,M07,F10,K001,13,healthy,,bearing_code_prefix,N15_M07_F10_K001_13:1x1:struct,
canonical_raw_root,data/raw/paderborn,data/raw/paderborn/K001/N15_M07_F10_K001_14.mat,N15_M07_F10_K001_14.mat,.mat,8738840,matlab,True,N15_M07_F10,N15,M07,F10,K001,14,healthy,,bearing_code_prefix,N15_M07_F10_K001_14:1x1:struct,
canonical_raw_root,data/raw/paderborn,data/raw/paderborn/K001/N15_M07_F10_K001_15.mat,N15_M07_F10_K001_15.mat,.mat,8718296,matlab,True,N15_M07_F10,N15,M07,F10,K001,15,healthy,,bearing_code_prefix,N15_M07_F10_K001_15:1x1:struct,
canonical_raw_root,data/raw/paderborn,data/raw/paderborn/K001/N15_M07_F10_K001_16.mat,N15_M07_F10_K001_16.mat,.mat,8718232,matlab,True,N15_M07_F10,N15,M07,F10,K001,16,healthy,,bearing_code_prefix,N15_M07_F10_K001_16:1x1:struct,
canonical_raw_root,data/raw/paderborn,data/raw/paderborn/K001/N15_M07_F10_K001_17.mat,N15_M07_F10_K001_17.mat,.mat,8747160,matlab,True,N15_M07_F10,N15,M07,F10,K001,17,healthy,,bearing_code_prefix,N15_M07_F10_K001_17:1x1:struct,
canonical_raw_root,data/raw/paderborn,data/raw/paderborn/K001/N15_M07_F10_K001_18.mat,N15_M07_F10_K001_18.mat,.mat,8718328,matlab,True,N15_M07_F10,N15,M07,F10,K001,18,healthy,,bearing_code_prefix,N15_M07_F10_K001_18:1x1:struct,
canonical_raw_root,data/raw/paderborn,data/raw/paderborn/K001/N15_M07_F10_K001_19.mat,N15_M07_F10_K001_19.mat,.mat,8714904,matlab,True,N15_M07_F10,N15,M07,F10,K001,19,healthy,,bearing_code_prefix,N15_M07_F10_K001_19:1x1:struct,
canonical_raw_root,data/raw/paderborn,data/raw/paderborn/K001/N15_M07_F10_K001_2.mat,N15_M07_F10_K001_2.mat,.mat,8714904,matlab,True,N15_M07_F10,N15,M07,F10,K001,2,healthy,,bearing_code_prefix,N15_M07_F10_K001_2:1x1:struct,
canonical_raw_root,data/raw/paderborn,data/raw/paderborn/K001/N15_M07_F10_K001_20.mat,N15_M07_F10_K001_20.mat,.mat,8717848,matlab,True,N15_M07_F10,N15,M07,F10,K001,20,healthy,,bearing_code_prefix,N15_M07_F10_K001_20:1x1:struct,
canonical_raw_root,data/raw/paderborn,data/raw/paderborn/K001/N15_M07_F10_K001_3.mat,N15_M07_F10_K001_3.mat,.mat,8717816,matlab,True,N15_M07_F10,N15,M07,F10,K001,3,healthy,,bearing_code_prefix,N15_M07_F10_K001_3:1x1:struct,
canonical_raw_root,data/raw/paderborn,data/raw/paderborn/K001/N15_M07_F10_K001_4.mat,N15_M07_F10_K001_4.mat,.mat,8714904,matlab,True,N15_M07_F10,N15,M07,F10,K001,4,healthy,,bearing_code_prefix,N15_M07_F10_K001_4:1x1:struct,
canonical_raw_root,data/raw/paderborn,data/raw/paderborn/K001/N15_M07_F10_K001_5.mat,N15_M07_F10_K001_5.mat,.mat,8714904,matlab,True,N15_M07_F10,N15,M07,F10,K001,5,healthy,,bearing_code_prefix,N15_M07_F10_K001_5:1x1:struct,
canonical_raw_root,data/raw/paderborn,data/raw/paderborn/K001/N15_M07_F10_K001_6.mat,N15_M07_F10_K001_6.mat,.mat,8714904,matlab,True,N15_M07_F10,N15,M07,F10,K001,6,healthy,,bearing_code_prefix,N15_M07_F10_K001_6:1x1:struct,
canonical_raw_root,data/raw/paderborn,data/raw/paderborn/K001/N15_M07_F10_K001_7.mat,N15_M07_F10_K001_7.mat,.mat,8714904,matlab,True,N15_M07_F10,N15,M07,F10,K001,7,healthy,,bearing_code_prefix,N15_M07_F10_K001_7:1x1:struct,
canonical_raw_root,data/raw/paderborn,data/raw/paderborn/K001/N15_M07_F10_K001_8.mat,N15_M07_F10_K001_8.mat,.mat,8717624,matlab,True,N15_M07_F10,N15,M07,F10,K001,8,healthy,,bearing_code_prefix,N15_M07_F10_K001_8:1x1:struct,
canonical_raw_root,data/raw/paderborn,data/raw/paderborn/K001/N15_M07_F10_K001_9.mat,N15_M07_F10_K001_9.mat,.mat,8717432,matlab,True,N15_M07_F10,N15,M07,F10,K001,9,healthy,,bearing_code_prefix,N15_M07_F10_K001_9:1x1:struct,
canonical_raw_root,data/raw/paderborn,data/raw/paderborn/K002/K002.pdf,K002.pdf,.pdf,40999,pdf,False,,,,,K002,,healthy,,bearing_code_prefix,,No metadata inspector is implemented for this extension
canonical_raw_root,data/raw/paderborn,data/raw/paderborn/K002/measuring_log_K002.pdf,measuring_log_K002.pdf,.pdf,138900,pdf,False,,,,,K002,,healthy,,bearing_code_prefix,,No metadata inspector is implemented for this extension
canonical_raw_root,data/raw/paderborn,data/raw/paderborn/K002/N09_M07_F10_K002_1.mat,N09_M07_F10_K002_1.mat,.mat,8714904,matlab,True,N09_M07_F10,N09,M07,F10,K002,1,healthy,,bearing_code_prefix,N09_M07_F10_K002_1:1x1:struct,
canonical_raw_root,data/raw/paderborn,data/raw/paderborn/K002/N09_M07_F10_K002_10.mat,N09_M07_F10_K002_10.mat,.mat,8723800,matlab,True,N09_M07_F10,N09,M07,F10,K002,10,healthy,,bearing_code_prefix,N09_M07_F10_K002_10:1x1:struct,
canonical_raw_root,data/raw/paderborn,data/raw/paderborn/K002/N09_M07_F10_K002_11.mat,N09_M07_F10_K002_11.mat,.mat,8714872,matlab,True,N09_M07_F10,N09,M07,F10,K002,11,healthy,,bearing_code_prefix,N09_M07_F10_K002_11:1x1:struct,
canonical_raw_root,data/raw/paderborn,data/raw/paderborn/K002/N09_M07_F10_K002_12.mat,N09_M07_F10_K002_12.mat,.mat,8714968,matlab,True,N09_M07_F10,N09,M07,F10,K002,12,healthy,,bearing_code_prefix,N09_M07_F10_K002_12:1x1:struct,
canonical_raw_root,data/raw/paderborn,data/raw/paderborn/K002/N09_M07_F10_K002_13.mat,N09_M07_F10_K002_13.mat,.mat,8715128,matlab,True,N09_M07_F10,N09,M07,F10,K002,13,healthy,,bearing_code_prefix,N09_M07_F10_K002_13:1x1:struct,
canonical_raw_root,data/raw/paderborn,data/raw/paderborn/K002/N09_M07_F10_K002_14.mat,N09_M07_F10_K002_14.mat,.mat,8714904,matlab,True,N09_M07_F10,N09,M07,F10,K002,14,healthy,,bearing_code_prefix,N09_M07_F10_K002_14:1x1:struct,
canonical_raw_root,data/raw/paderborn,data/raw/paderborn/K002/N09_M07_F10_K002_15.mat,N09_M07_F10_K002_15.mat,.mat,8714968,matlab,True,N09_M07_F10,N09,M07,F10,K002,15,healthy,,bearing_code_prefix,N09_M07_F10_K002_15:1x1:struct,
canonical_raw_root,data/raw/paderborn,data/raw/paderborn/K002/N09_M07_F10_K002_16.mat,N09_M07_F10_K002_16.mat,.mat,8714904,matlab,True,N09_M07_F10,N09,M07,F10,K002,16,healthy,,bearing_code_prefix,N09_M07_F10_K002_16:1x1:struct,
canonical_raw_root,data/raw/paderborn,data/raw/paderborn/K002/N09_M07_F10_K002_17.mat,N09_M07_F10_K002_17.mat,.mat,8714872,matlab,True,N09_M07_F10,N09,M07,F10,K002,17,healthy,,bearing_code_prefix,N09_M07_F10_K002_17:1x1:struct,
canonical_raw_root,data/raw/paderborn,data/raw/paderborn/K002/N09_M07_F10_K002_18.mat,N09_M07_F10_K002_18.mat,.mat,8727256,matlab,True,N09_M07_F10,N09,M07,F10,K002,18,healthy,,bearing_code_prefix,N09_M07_F10_K002_18:1x1:struct,
canonical_raw_root,data/raw/paderborn,data/raw/paderborn/K002/N09_M07_F10_K002_19.mat,N09_M07_F10_K002_19.mat,.mat,8715064,matlab,True,N09_M07_F10,N09,M07,F10,K002,19,healthy,,bearing_code_prefix,N09_M07_F10_K002_19:1x1:struct,
canonical_raw_root,data/raw/paderborn,data/raw/paderborn/K002/N09_M07_F10_K002_2.mat,N09_M07_F10_K002_2.mat,.mat,8714904,matlab,True,N09_M07_F10,N09,M07,F10,K002,2,healthy,,bearing_code_prefix,N09_M07_F10_K002_2:1x1:struct,
canonical_raw_root,data/raw/paderborn,data/raw/paderborn/K002/N09_M07_F10_K002_20.mat,N09_M07_F10_K002_20.mat,.mat,8714904,matlab,True,N09_M07_F10,N09,M07,F10,K002,20,healthy,,bearing_code_prefix,N09_M07_F10_K002_20:1x1:struct,
canonical_raw_root,data/raw/paderborn,data/raw/paderborn/K002/N09_M07_F10_K002_3.mat,N09_M07_F10_K002_3.mat,.mat,8714904,matlab,True,N09_M07_F10,N09,M07,F10,K002,3,healthy,,bearing_code_prefix,N09_M07_F10_K002_3:1x1:struct,
canonical_raw_root,data/raw/paderborn,data/raw/paderborn/K002/N09_M07_F10_K002_4.mat,N09_M07_F10_K002_4.mat,.mat,8714872,matlab,True,N09_M07_F10,N09,M07,F10,K002,4,healthy,,bearing_code_prefix,N09_M07_F10_K002_4:1x1:struct,
